ComplexName,AmenityID,AmenityName
Condo for Rent,15,Refrigerator
Condo for Rent,16,Kitchen
Condo for Rent,9,In Unit Washer & Dryer
Condo for Rent,10,Walk-In Closets
Condo for Rent,1,Dog & Cat Friendly
Condo for Rent,2,Fitness Center
Condo for Rent,3,Pool
Condo for Rent,14,Dishwasher
Condo for Rent,15,Refrigerator
Condo for Rent,16,Kitchen
Condo for Rent,9,In Unit Washer & Dryer
Condo for Rent,10,Walk-In Closets
Condo for Rent,1,Dog & Cat Friendly
Condo for Rent,2,Fitness Center
Condo for Rent,3,Pool
Condo for Rent,14,Dishwasher
Condo for Rent,15,Refrigerator
Condo for Rent,16,Kitchen
Condo for Rent,9,In Unit Washer & Dryer
Condo for Rent,10,Walk-In Closets
Condo for Rent,1,Dog & Cat Friendly
Condo for Rent,2,Fitness Center
Condo for Rent,3,Pool
Condo for Rent,14,Dishwasher
Condo for Rent,15,Refrigerator
Condo for Rent,16,Kitchen
Condo for Rent,9,In Unit Washer & Dryer
Condo for Rent,10,Walk-In Closets
Condo for Rent,1,Dog & Cat Friendly
Condo for Rent,2,Fitness Center
Condo for Rent,3,Pool
Condo for Rent,14,Dishwasher
Condo for Rent,15,Refrigerator
Condo for Rent,16,Kitchen
Condo for Rent,9,In Unit Washer & Dryer
Condo for Rent,10,Walk-In Closets
Condo for Rent,1,Dog & Cat Friendly
Condo for Rent,2,Fitness Center
Condo for Rent,3,Pool
Condo for Rent,14,Dishwasher
Condo for Rent,15,Refrigerator
Condo for Rent,16,Kitchen
Condo for Rent,9,In Unit Washer & Dryer
Condo for Rent,10,Walk-In Closets
Condo for Rent,1,Dog & Cat Friendly
Condo for Rent,2,Fitness Center
Condo for Rent,3,Pool
Condo for Rent,14,Dishwasher
Condo for Rent,15,Refrigerator
Condo for Rent,16,Kitchen
Condo for Rent,9,In Unit Washer & Dryer
Condo for Rent,10,Walk-In Closets
Condo for Rent,1,Dog & Cat Friendly
Condo for Rent,2,Fitness Center
Condo for Rent,3,Pool
Condo for Rent,14,Dishwasher
Condo for Rent,15,Refrigerator
Condo for Rent,16,Kitchen
Condo for Rent,9,In Unit Washer & Dryer
Condo for Rent,10,Walk-In Closets
Condo for Rent,1,Dog & Cat Friendly
Condo for Rent,2,Fitness Center
Condo for Rent,3,Pool
Condo for Rent,14,Dishwasher
Condo for Rent,15,Refrigerator
Condo for Rent,16,Kitchen
Condo for Rent,9,In Unit Washer & Dryer
Condo for Rent,10,Walk-In Closets
